FMT,2020-02-08,40,14,6
FMT,2020-02-09,46,15,8
FMT,2020-02-10,54,18,9
FMT,2020-02-11,54,20,9
FMT,2020-02-12,64,22,12
FMT,2020-02-13,64,22,12
FMT,2020-02-14,83,25,12
FMT,2020-02-15,88,29,12
FMT,2020-02-16,94,32,13
FMT,2020-02-17,96,30,17
FMT,2020-02-18,108,34,17
FMT,2020-02-19,103,36,16
FMT,2020-02-20,113,36,17
FMT,2020-02-21,110,37,21
FMT,2020-02-22,135,44,22
FMT,2020-02-23,143,41,21
FMT,2020-02-24,130,45,22
FMT,2020-02-25,138,52,23
FMT,2020-02-26,145,47,22
FMT,2020-02-27,166,46,26
FMT,2020-02-28,169,51,27
FMT,2020-02-29,169,58,27
FMT,2020-03-01,174,62,26
FMT,2020-03-02,190,58,28
FMT,2020-03-03,181,64,33
FMT,2020-03-04,180,62,29
FMT,2020-03-05,194,60,31
FMT,2020-03-06,200,61,36
FMT,2020-03-07,215,65,34
FMT,2020-03-08,200,67,35
FMT,2020-03-09,214,66,39
FMT,2020-03-10,250,71,35
FMT,2020-03-11,223,82,36
FMT,2020-03-12,244,87,37
FMT,2020-03-13,247,83,41
FMT,2020-03-14,268,90,43
FMT,2020-03-15,234,86,42
FMT,2020-03-16,263,80,44
FMT,2020-03-17,246,90,44
FMT,2020-03-18,289,89,44
FMT,2020-03-19,275,87,44
FMT,2020-03-20,283,89,50
FMT,2020-03-21,302,92,46
FMT,2020-03-22,313,90,52
FMT,2020-03-23,313,101,52
FMT,2020-03-24,333,113,54
FMT,2020-03-25,347,116,52
FMT,2020-03-26,321,111,50
FMT,2020-03-27,310,117,60
FMT,2020-03-28,350,118,58
FMT,2020-03-29,334,125,52
FMT,2020-03-30,345,116,56
FMT,2020-03-31,376,119,63
