FVX,2020-02-05,24,8,4
FVX,2020-02-06,32,9,4
FVX,2020-02-07,39,11,5
FVX,2020-02-08,46,13,6
FVX,2020-02-09,52,15,7
FVX,2020-02-10,57,18,9
FVX,2020-02-11,61,21,10
FVX,2020-02-12,66,24,11
FVX,2020-02-13,82,27,11
FVX,2020-02-14,86,27,13
FVX,2020-02-15,44,15,6
FVX,2020-02-16,47,13,7
FVX,2020-02-17,54,17,8
FVX,2020-02-18,51,15,7
FVX,2020-02-19,54,17,9
FVX,2020-02-20,56,20,9
FVX,2020-02-21,60,21,9
FVX,2020-02-22,68,20,11
FVX,2020-02-23,74,22,10
FVX,2020-02-24,65,22,11
FVX,2020-02-25,72,22,12
FVX,2020-02-26,79,25,14
FVX,2020-02-27,73,25,12
FVX,2020-02-28,82,29,14
FVX,2020-02-29,94,30,15
FVX,2020-03-01,95,27,15
FVX,2020-03-02,100,28,15
FVX,2020-03-03,96,34,17
FVX,2020-03-04,93,35,15
FVX,2020-03-05,97,36,16
FVX,2020-03-06,116,35,16
FVX,2020-03-07,104,36,19
FVX,2020-03-08,105,37,18
FVX,2020-03-09,111,36,18
FVX,2020-03-10,122,39,18
FVX,2020-03-11,132,41,21
FVX,2020-03-12,116,38,20
FVX,2020-03-13,134,41,22
FVX,2020-03-14,144,44,22
FVX,2020-03-15,123,45,23
FVX,2020-03-16,136,43,23
FVX,2020-03-17,145,49,22
FVX,2020-03-18,140,49,23
FVX,2020-03-19,161,52,25
FVX,2020-03-20,161,53,26
FVX,2020-03-21,144,53,27
FVX,2020-03-22,146,51,23
FVX,2020-03-23,170,53,24
FVX,2020-03-24,148,57,27
FVX,2020-03-25,179,49,26
FVX,2020-03-26,176,61,30
FVX,2020-03-27,180,56,30
FVX,2020-03-28,172,56,28
FVX,2020-03-29,194,58,31
FVX,2020-03-30,190,58,28
FVX,2020-03-31,184,60,31
