FZU,2020-02-05,21,7,-1
FZU,2020-02-06,27,8,-1
FZU,2020-02-07,35,11,-1
FZU,2020-02-08,41,12,5
FZU,2020-02-09,41,15,7
FZU,2020-02-10,53,16,8
FZU,2020-02-11,61,20,8
FZU,2020-02-12,56,20,9
FZU,2020-02-13,70,23,10
FZU,2020-02-14,81,24,12
FZU,2020-02-15,74,24,12
FZU,2020-02-16,84,25,13
FZU,2020-02-17,92,30,15
FZU,2020-02-18,92,30,17
FZU,2020-02-19,100,31,18
FZU,2020-02-20,113,34,16
FZU,2020-02-21,114,40,18
FZU,2020-02-22,125,37,19
FZU,2020-02-23,125,38,19
FZU,2020-02-24,122,46,19
FZU,2020-02-25,139,41,20
FZU,2020-02-26,140,44,22
FZU,2020-02-27,153,51,26
FZU,2020-02-28,155,48,23
FZU,2020-02-29,155,58,24
FZU,2020-03-01,169,55,24
FZU,2020-03-02,183,54,29
FZU,2020-03-03,162,55,26
FZU,2020-03-04,169,62,30
FZU,2020-03-05,206,60,33
FZU,2020-03-06,185,65,32
FZU,2020-03-07,193,70,33
FZU,2020-03-08,205,69,35
FZU,2020-03-09,191,70,37
FZU,2020-03-10,197,77,34
FZU,2020-03-11,223,66,34
FZU,2020-03-12,248,81,39
FZU,2020-03-13,226,73,36
FZU,2020-03-14,217,72,36
FZU,2020-03-15,237,80,42
FZU,2020-03-16,228,89,44
FZU,2020-03-17,258,78,44
FZU,2020-03-18,269,93,40
FZU,2020-03-19,260,94,41
FZU,2020-03-20,272,86,43
FZU,2020-03-21,262,90,49
FZU,2020-03-22,273,100,50
FZU,2020-03-23,295,101,52
FZU,2020-03-24,273,89,47
FZU,2020-03-25,292,97,48
FZU,2020-03-26,290,95,47
FZU,2020-03-27,331,110,48
FZU,2020-03-28,301,105,48
FZU,2020-03-29,292,117,56
FZU,2020-03-30,308,110,59
FZU,2020-03-31,329,104,56
