FEQ,5902-2,-6,467,4.038784183107595,0.9561837790082286
FEQ,6690-2,-6,102,4.5056964785866,3.8928819379785145
FEQ,2160-0,-6,172,6.82765044873937,5.073319271177443
FEQ,751-8,-6,966,6.918573598693699,2.4730142532506054
FEQ,2532-0,-6,943,13.642338659050962,7.233470131775495
FEQ,1920-8,-6,131,9.491521049334452,5.262317971884591
FEQ,1988-5,-6,794,-0.1367608692884934,2.2601751272395014
FEQ,1975-2,-6,944,8.464860357495672,2.6895491266292426
FEQ,5902-2,-5,563,1.7994374671478692,3.0890916433701903
FEQ,6690-2,-5,422,7.681314162050521,3.602270232402482
FEQ,2160-0,-5,559,3.8968478872711954,4.257179775446118
FEQ,751-8,-5,574,6.103447795597581,3.087670730347867
FEQ,2532-0,-5,549,10.111681991306064,5.8893455948079865
FEQ,1920-8,-5,307,8.230458150210563,4.199099157297237
FEQ,1988-5,-5,513,2.6275230295863197,2.802779043705658
FEQ,1975-2,-5,186,10.07075474198857,4.014129036228529
FEQ,5902-2,-4,619,7.413976458162511,1.1774833500762845
FEQ,6690-2,-4,406,4.334149880393993,5.598878792404593
FEQ,2160-0,-4,792,10.724469604622053,4.541307093233264
FEQ,751-8,-4,516,0.4990001230223289,4.87911720980669
FEQ,2532-0,-4,791,7.824960421757971,6.163709901926708
FEQ,1920-8,-4,354,9.290701688167761,6.064697677985992
FEQ,1988-5,-4,716,4.553524662987164,2.235856046804794
FEQ,1975-2,-4,407,3.99505070153105,5.0004722655521725
FEQ,5902-2,-3,975,3.3054568479402295,3.558589425359043
FEQ,6690-2,-3,935,4.1083256387988385,5.262689644428957
FEQ,2160-0,-3,429,4.940550859452314,2.743959426652085
FEQ,751-8,-3,746,4.391917153876965,4.352848986645231
FEQ,2532-0,-3,571,8.870216473894203,3.3678506952769918
FEQ,1920-8,-3,121,5.654295177602204,6.056506371272754
FEQ,1988-5,-3,114,6.970576101099418,4.4791682293367945
FEQ,1975-2,-3,888,6.527739169129604,3.7204492314676787
FEQ,5902-2,-2,926,4.914847602905365,2.759552776015629
FEQ,6690-2,-2,185,3.3816233224105585,4.535146460141726
FEQ,2160-0,-2,334,7.2567621113247975,4.234388489049774
FEQ,751-8,-2,817,4.174986504114935,5.144095659829528
FEQ,2532-0,-2,344,3.955431911459178,5.355131862456441
FEQ,1920-8,-2,593,3.956235945255186,4.734822871068248
FEQ,1988-5,-2,455,7.271045393984028,4.085562814513198
FEQ,1975-2,-2,735,10.195479757425979,3.2673116458587863
FEQ,5902-2,-1,349,6.624254618427888,4.187237351114683
FEQ,6690-2,-1,434,2.250979502405751,3.934488192238032
FEQ,2160-0,-1,519,9.096158158473017,2.493711261376825
FEQ,751-8,-1,990,6.476092949195067,3.383189617491895
FEQ,2532-0,-1,819,3.7811970876113428,5.514684090857281
FEQ,1920-8,-1,584,7.497741883187724,4.286210402354351
FEQ,1988-5,-1,840,4.336554151674969,4.590939803852824
FEQ,1975-2,-1,141,4.053680013777199,4.244177688365038
FEQ,5902-2,0,925,3.1545232018323848,5.389270735221111
FEQ,6690-2,0,465,3.7408888215912004,4.304182667942789
FEQ,2160-0,0,356,7.5661137141747155,3.533845143174072
FEQ,751-8,0,457,3.438354381543795,5.384991343648639
FEQ,2532-0,0,886,4.487741301811016,4.086563687290546
FEQ,1920-8,0,778,4.56255460657625,5.193882983650069
FEQ,1988-5,0,809,5.320827820080884,2.196420854250789
FEQ,1975-2,0,885,6.95669391494859,4.205809801435081
FEQ,5902-2,1,462,5.53846472048716,3.8172792962005317
FEQ,6690-2,1,694,3.9832450006549607,4.006274854647167
FEQ,2160-0,1,825,6.528646858285281,3.6835928606797808
FEQ,751-8,1,495,9.905837823062408,3.688025533596534
FEQ,2532-0,1,316,8.479152149771323,4.444819686116056
FEQ,1920-8,1,733,4.971172583449414,3.5843281721140707
FEQ,1988-5,1,102,8.215864550916415,5.040291857703877
FEQ,1975-2,1,274,6.023694556783485,3.719801230355702
FEQ,5902-2,2,490,4.138768504206297,3.4546471517248403
FEQ,6690-2,2,811,3.039582830542327,3.4267919663851822
FEQ,2160-0,2,150,7.580649895737503,3.773637632909404
FEQ,751-8,2,697,6.2784909012193495,3.9215659120772832
FEQ,2532-0,2,555,1.8924360557408568,2.0177729159952733
FEQ,1920-8,2,738,6.403573666964279,4.040263283099048
FEQ,1988-5,2,619,7.533723310417018,4.965384261171957
FEQ,1975-2,2,990,5.495643256379253,2.4628876153381265
FEQ,5902-2,3,657,9.314132665238652,5.83064297063007
FEQ,6690-2,3,759,4.241657157293928,2.689480733936418
FEQ,2160-0,3,127,8.15257582343705,5.607621065032475
FEQ,751-8,3,339,8.17807064696526,5.270164634083249
FEQ,2532-0,3,391,3.957441698643147,3.701667649875891
FEQ,1920-8,3,878,6.627435232663575,2.628906939197591
FEQ,1988-5,3,643,5.266715018899106,5.452506508851526
FEQ,1975-2,3,123,5.939841353738019,3.517450547031506
FEQ,5902-2,4,351,7.249792168359458,7.084888819981339
FEQ,6690-2,4,115,4.760475793366753,5.158185967570345
FEQ,2160-0,4,674,1.6824274531310168,3.504737610133156
FEQ,751-8,4,659,11.16022939982549,2.94310630779264
FEQ,2532-0,4,263,3.0803057090899637,2.7755029159649465
FEQ,1920-8,4,295,1.7670727390769043,1.860550281907868
FEQ,1988-5,4,504,10.341281529253514,5.780570002266612
