FZM,2020-02-02,6,1,-2
FZM,2020-02-03,12,3,1
FZM,2020-02-04,17,5,3
FZM,2020-02-05,21,7,4
FZM,2020-02-06,32,9,4
FZM,2020-02-07,35,10,5
FZM,2020-02-08,43,13,7
FZM,2020-02-09,46,16,8
FZM,2020-02-10,52,19,8
FZM,2020-02-11,63,19,10
FZM,2020-02-12,64,20,10
FZM,2020-02-13,33,11,6
FZM,2020-02-14,35,13,6
FZM,2020-02-15,43,12,6
FZM,2020-02-16,47,14,6
FZM,2020-02-17,44,14,8
FZM,2020-02-18,50,16,7
FZM,2020-02-19,53,18,8
FZM,2020-02-20,53,19,9
FZM,2020-02-21,62,20,10
FZM,2020-02-22,60,20,10
FZM,2020-02-23,60,22,10
FZM,2020-02-24,71,23,11
FZM,2020-02-25,71,23,11
FZM,2020-02-26,80,25,12
FZM,2020-02-27,78,25,12
FZM,2020-02-28,80,29,12
FZM,2020-02-29,80,27,12
FZM,2020-03-01,89,29,12
FZM,2020-03-02,86,27,14
FZM,2020-03-03,87,30,15
FZM,2020-03-04,91,30,14
FZM,2020-03-05,103,33,16
FZM,2020-03-06,99,33,16
FZM,2020-03-07,102,35,17
FZM,2020-03-08,107,39,19
FZM,2020-03-09,112,36,19
FZM,2020-03-10,111,40,17
FZM,2020-03-11,106,38,18
FZM,2020-03-12,123,36,21
FZM,2020-03-13,130,38,18
FZM,2020-03-14,120,42,19
FZM,2020-03-15,122,46,19
FZM,2020-03-16,143,46,20
FZM,2020-03-17,132,40,23
FZM,2020-03-18,136,43,21
FZM,2020-03-19,140,50,22
FZM,2020-03-20,143,46,25
FZM,2020-03-21,157,51,21
FZM,2020-03-22,143,52,23
FZM,2020-03-23,168,47,27
FZM,2020-03-24,143,55,24
FZM,2020-03-25,143,58,24
FZM,2020-03-26,153,54,29
FZM,2020-03-27,156,50,27
FZM,2020-03-28,179,53,30
FZM,2020-03-29,167,61,25
FZM,2020-03-30,159,57,30
FZM,2020-03-31,187,59,26
