FUU,2020-02-10,50,17,7
FUU,2020-02-11,56,18,9
FUU,2020-02-12,65,18,10
FUU,2020-02-13,71,20,10
FUU,2020-02-14,72,25,10
FUU,2020-02-15,75,27,13
FUU,2020-02-16,91,28,14
FUU,2020-02-17,81,29,15
FUU,2020-02-18,97,31,17
FUU,2020-02-19,105,36,17
FUU,2020-02-20,109,33,17
FUU,2020-02-21,106,34,18
FUU,2020-02-22,120,35,20
FUU,2020-02-23,118,38,18
FUU,2020-02-24,132,40,22
FUU,2020-02-25,128,45,21
FUU,2020-02-26,134,44,23
FUU,2020-02-27,160,52,26
FUU,2020-02-28,165,53,25
FUU,2020-02-29,145,54,24
FUU,2020-03-01,152,50,29
FUU,2020-03-02,172,60,30
FUU,2020-03-03,193,52,29
FUU,2020-03-04,180,59,27
FUU,2020-03-05,204,64,32
FUU,2020-03-06,212,69,35
FUU,2020-03-07,194,70,36
FUU,2020-03-08,219,71,33
FUU,2020-03-09,204,73,33
FUU,2020-03-10,221,72,32
FUU,2020-03-11,208,79,36
FUU,2020-03-12,205,75,41
FUU,2020-03-13,218,80,37
FUU,2020-03-14,235,85,39
FUU,2020-03-15,222,83,43
FUU,2020-03-16,262,84,39
FUU,2020-03-17,265,91,45
FUU,2020-03-18,264,92,39
FUU,2020-03-19,257,84,42
FUU,2020-03-20,297,86,43
FUU,2020-03-21,271,92,44
FUU,2020-03-22,290,87,44
FUU,2020-03-23,279,93,47
FUU,2020-03-24,291,93,45
FUU,2020-03-25,315,97,50
FUU,2020-03-26,295,99,46
FUU,2020-03-27,315,107,50
FUU,2020-03-28,334,96,54
FUU,2020-03-29,326,99,52
FUU,2020-03-30,299,102,56
FUU,2020-03-31,330,105,59
