FUN,2020-02-06,27,9,-1
FUN,2020-02-07,34,9,-1
FUN,2020-02-08,37,12,5
FUN,2020-02-09,43,13,6
FUN,2020-02-10,50,16,8
FUN,2020-02-11,52,18,9
FUN,2020-02-12,60,19,8
FUN,2020-02-13,57,21,10
FUN,2020-02-14,64,21,11
FUN,2020-02-15,74,25,11
FUN,2020-02-16,84,29,14
FUN,2020-02-17,91,27,12
FUN,2020-02-18,87,32,14
FUN,2020-02-19,106,32,15
FUN,2020-02-20,101,35,16
FUN,2020-02-21,98,36,19
FUN,2020-02-22,117,36,16
FUN,2020-02-23,112,36,17
FUN,2020-02-24,114,39,19
FUN,2020-02-25,137,45,19
FUN,2020-02-26,136,42,20
FUN,2020-02-27,143,46,21
FUN,2020-02-28,134,46,23
FUN,2020-02-29,161,50,27
FUN,2020-03-01,159,49,25
FUN,2020-03-02,157,49,29
FUN,2020-03-03,169,60,27
FUN,2020-03-04,174,56,29
FUN,2020-03-05,189,63,26
FUN,2020-03-06,185,64,29
FUN,2020-03-07,201,62,32
FUN,2020-03-08,195,67,33
FUN,2020-03-09,210,68,31
FUN,2020-03-10,223,62,34
FUN,2020-03-11,211,65,35
FUN,2020-03-12,198,67,35
FUN,2020-03-13,228,73,35
FUN,2020-03-14,217,78,38
FUN,2020-03-15,249,69,37
FUN,2020-03-16,236,78,40
FUN,2020-03-17,242,73,40
FUN,2020-03-18,227,88,39
FUN,2020-03-19,276,78,46
FUN,2020-03-20,279,92,45
FUN,2020-03-21,265,90,41
FUN,2020-03-22,243,82,46
FUN,2020-03-23,281,92,44
FUN,2020-03-24,256,83,43
FUN,2020-03-25,272,100,45
FUN,2020-03-26,304,92,44
FUN,2020-03-27,318,108,47
FUN,2020-03-28,282,100,51
FUN,2020-03-29,313,93,46
FUN,2020-03-30,339,99,53
FUN,2020-03-31,304,109,56
