FKN,2020-02-07,34,11,5
FKN,2020-02-08,44,13,6
FKN,2020-02-09,45,16,8
FKN,2020-02-10,61,19,9
FKN,2020-02-11,62,21,10
FKN,2020-02-12,65,23,11
FKN,2020-02-13,81,23,13
FKN,2020-02-14,77,28,14
FKN,2020-02-15,92,28,13
FKN,2020-02-16,95,33,13
FKN,2020-02-17,109,30,16
FKN,2020-02-18,99,31,15
FKN,2020-02-19,105,37,16
FKN,2020-02-20,128,38,18
FKN,2020-02-21,137,40,19
FKN,2020-02-22,125,41,21
FKN,2020-02-23,129,42,25
FKN,2020-02-24,139,46,24
FKN,2020-02-25,155,53,26
FKN,2020-02-26,150,55,26
FKN,2020-02-27,147,50,24
FKN,2020-02-28,177,51,28
FKN,2020-02-29,164,55,31
FKN,2020-03-01,175,59,27
FKN,2020-03-02,195,66,29
FKN,2020-03-03,179,59,30
FKN,2020-03-04,211,68,36
FKN,2020-03-05,203,65,34
FKN,2020-03-06,210,68,36
FKN,2020-03-07,241,69,36
FKN,2020-03-08,222,77,36
FKN,2020-03-09,245,77,37
FKN,2020-03-10,216,86,38
FKN,2020-03-11,262,81,40
FKN,2020-03-12,231,76,42
FKN,2020-03-13,242,92,42
FKN,2020-03-14,257,83,41
FKN,2020-03-15,292,97,47
FKN,2020-03-16,273,88,42
FKN,2020-03-17,296,89,49
FKN,2020-03-18,316,95,45
FKN,2020-03-19,272,100,46
FKN,2020-03-20,303,104,53
FKN,2020-03-21,279,105,46
FKN,2020-03-22,298,97,47
FKN,2020-03-23,330,100,57
FKN,2020-03-24,337,116,55
FKN,2020-03-25,366,106,60
FKN,2020-03-26,368,111,52
FKN,2020-03-27,357,111,61
FKN,2020-03-28,350,107,56
FKN,2020-03-29,334,110,54
FKN,2020-03-30,349,121,61
FKN,2020-03-31,351,134,60
