FZT,2020-02-03,13,4,1
FZT,2020-02-04,18,5,2
FZT,2020-02-05,22,8,4
FZT,2020-02-06,29,9,5
FZT,2020-02-07,36,11,6
FZT,2020-02-08,42,12,6
FZT,2020-02-09,50,14,7
FZT,2020-02-10,50,19,8
FZT,2020-02-11,63,18,10
FZT,2020-02-12,67,22,10
FZT,2020-02-13,67,24,12
FZT,2020-02-14,83,26,12
FZT,2020-02-15,75,27,13
FZT,2020-02-16,94,30,15
FZT,2020-02-17,90,31,15
FZT,2020-02-18,101,32,17
FZT,2020-02-19,114,32,16
FZT,2020-02-20,107,34,18
FZT,2020-02-21,111,40,18
FZT,2020-02-22,124,40,20
FZT,2020-02-23,134,47,22
FZT,2020-02-24,150,44,22
FZT,2020-02-25,147,50,24
FZT,2020-02-26,160,52,23
FZT,2020-02-27,166,55,28
FZT,2020-02-28,159,57,27
FZT,2020-02-29,174,51,29
FZT,2020-03-01,160,58,26
FZT,2020-03-02,186,62,28
FZT,2020-03-03,195,61,30
FZT,2020-03-04,198,66,29
FZT,2020-03-05,196,66,30
FZT,2020-03-06,194,69,34
FZT,2020-03-07,221,69,31
FZT,2020-03-08,194,77,37
FZT,2020-03-09,212,80,35
FZT,2020-03-10,215,81,35
FZT,2020-03-11,225,75,35
FZT,2020-03-12,227,81,43
FZT,2020-03-13,248,86,39
FZT,2020-03-14,267,84,43
FZT,2020-03-15,278,81,43
FZT,2020-03-16,238,86,41
FZT,2020-03-17,264,85,41
FZT,2020-03-18,301,91,44
FZT,2020-03-19,296,97,42
FZT,2020-03-20,274,90,46
FZT,2020-03-21,272,103,45
FZT,2020-03-22,308,98,45
FZT,2020-03-23,321,98,48
FZT,2020-03-24,310,98,56
FZT,2020-03-25,345,95,56
FZT,2020-03-26,308,108,53
FZT,2020-03-27,358,100,50
FZT,2020-03-28,326,111,53
FZT,2020-03-29,317,114,60
FZT,2020-03-30,334,107,58
FZT,2020-03-31,381,126,58
