FBD,2020-02-06,29,9,-1
FBD,2020-02-07,36,11,-1
FBD,2020-02-08,41,13,6
FBD,2020-02-09,45,15,7
FBD,2020-02-10,51,18,8
FBD,2020-02-11,61,19,8
FBD,2020-02-12,62,21,9
FBD,2020-02-13,72,22,11
FBD,2020-02-14,74,22,11
FBD,2020-02-15,79,26,13
FBD,2020-02-16,88,30,13
FBD,2020-02-17,82,29,14
FBD,2020-02-18,98,31,14
FBD,2020-02-19,104,35,15
FBD,2020-02-20,116,36,16
FBD,2020-02-21,114,37,17
FBD,2020-02-22,123,40,19
FBD,2020-02-23,123,43,18
FBD,2020-02-24,138,44,22
FBD,2020-02-25,144,45,22
FBD,2020-02-26,137,44,24
FBD,2020-02-27,150,44,25
FBD,2020-02-28,156,46,23
FBD,2020-02-29,149,52,25
FBD,2020-03-01,148,54,25
FBD,2020-03-02,176,56,26
FBD,2020-03-03,177,58,29
FBD,2020-03-04,175,55,29
FBD,2020-03-05,193,60,31
FBD,2020-03-06,186,57,31
FBD,2020-03-07,185,67,30
FBD,2020-03-08,219,74,34
FBD,2020-03-09,216,70,35
FBD,2020-03-10,224,72,34
FBD,2020-03-11,211,77,34
FBD,2020-03-12,239,78,39
FBD,2020-03-13,232,72,36
FBD,2020-03-14,240,86,39
FBD,2020-03-15,240,84,38
FBD,2020-03-16,259,90,39
FBD,2020-03-17,233,83,44
FBD,2020-03-18,268,80,47
FBD,2020-03-19,246,89,46
FBD,2020-03-20,290,95,42
FBD,2020-03-21,277,97,44
FBD,2020-03-22,277,104,45
FBD,2020-03-23,301,99,49
FBD,2020-03-24,292,103,44
FBD,2020-03-25,304,104,45
FBD,2020-03-26,278,100,52
FBD,2020-03-27,344,98,51
FBD,2020-03-28,343,108,57
FBD,2020-03-29,350,103,52
FBD,2020-03-30,355,101,49
FBD,2020-03-31,305,122,51
