FBL,2020-02-07,36,12,5
FBL,2020-02-08,39,14,6
FBL,2020-02-09,45,14,7
FBL,2020-02-10,58,17,8
FBL,2020-02-11,62,21,10
FBL,2020-02-12,64,22,10
FBL,2020-02-13,79,25,12
FBL,2020-02-14,82,24,13
FBL,2020-02-15,80,28,14
FBL,2020-02-16,90,28,14
FBL,2020-02-17,103,35,15
FBL,2020-02-18,112,36,16
FBL,2020-02-19,104,35,19
FBL,2020-02-20,124,35,20
FBL,2020-02-21,117,44,19
FBL,2020-02-22,121,44,21
FBL,2020-02-23,150,46,23
FBL,2020-02-24,156,50,22
FBL,2020-02-25,138,45,22
FBL,2020-02-26,143,56,25
FBL,2020-02-27,156,48,25
FBL,2020-02-28,181,55,28
FBL,2020-02-29,179,58,28
FBL,2020-03-01,178,58,29
FBL,2020-03-02,176,57,33
FBL,2020-03-03,199,65,29
FBL,2020-03-04,191,67,35
FBL,2020-03-05,210,73,36
FBL,2020-03-06,228,64,34
FBL,2020-03-07,239,79,36
FBL,2020-03-08,246,75,37
FBL,2020-03-09,246,71,35
FBL,2020-03-10,240,80,42
FBL,2020-03-11,264,84,40
FBL,2020-03-12,271,91,40
FBL,2020-03-13,255,90,45
FBL,2020-03-14,265,87,47
FBL,2020-03-15,287,93,43
FBL,2020-03-16,255,100,49
FBL,2020-03-17,264,95,45
FBL,2020-03-18,265,99,52
FBL,2020-03-19,296,103,49
FBL,2020-03-20,329,101,54
FBL,2020-03-21,295,96,49
FBL,2020-03-22,331,105,54
FBL,2020-03-23,324,99,47
FBL,2020-03-24,313,106,55
FBL,2020-03-25,327,120,52
FBL,2020-03-26,342,115,59
FBL,2020-03-27,347,117,61
FBL,2020-03-28,325,126,52
FBL,2020-03-29,381,112,57
FBL,2020-03-30,361,125,54
FBL,2020-03-31,375,118,61
